artist,title,album,recordLabel,sequence,programTitle,episodeTitle,episodeTimestamp
The KLF,Last Train to Trancentral (Live from the Lost Continent),,EMI,15,Nick Grimshaw,Nemone sits in,2025-09-12T07:00:00+01:00
The Ronettes,Be My Baby,The Best Of The Ronettes,Phil Spector Int,16,Nick Grimshaw,Nemone sits in,2025-09-12T07:00:00+01:00
The Go! Team,Bottle Rocket,CD SINGLE,Memphis Industries,17,Nick Grimshaw,Nemone sits in,2025-09-12T07:00:00+01:00
Deep Blue,The Helicopter Tune,Goldie - Drum & Bass Life,UMOD (Universal Music On Demand),18,Nick Grimshaw,Nemone sits in,2025-09-12T07:00:00+01:00
E-DancerDJ Minx,DetroitDJ Minx,,KMS Records,19,Nick Grimshaw,Nemone sits in,2025-09-12T07:00:00+01:00
Yeah Yeah Yeahs,Gold Lion,,Polydor,20,Nick Grimshaw,Nemone sits in,2025-09-12T07:00:00+01:00
Droogie OtisKiller Mike,The EdgeKiller Mike,,Beat Konducta,21,Nick Grimshaw,Nemone sits in,2025-09-12T07:00:00+01:00
The Kinks,Sunny Afternoon,,Castle,22,Nick Grimshaw,Nemone sits in,2025-09-12T07:00:00+01:00
FKA twigs,ride the dragon,Caprisongs,Young,23,Nick Grimshaw,Nemone sits in,2025-09-12T07:00:00+01:00
Mechatok,Expression On Your Face,,Young,24,Nick Grimshaw,Nemone sits in,2025-09-12T07:00:00+01:00
Fran AresStevens Santana,Summer Dream,,,25,Nick Grimshaw,Nemone sits in,2025-09-12T07:00:00+01:00
Bill Withers,Who Is He (And What Is He To You),,CBS,26,Nick Grimshaw,Nemone sits in,2025-09-12T07:00:00+01:00
Blood OrangeCaroline PolachekMustafaLorde,Mind LoadedCaroline PolachekMustafaLorde,,RCA Records,27,Nick Grimshaw,Nemone sits in,2025-09-12T07:00:00+01:00
Skullcrusher,Dragon,,,28,Nick Grimshaw,Nemone sits in,2025-09-12T07:00:00+01:00
Arctic Monkeys,Old Yellow Bricks,Favourite Worst Nightmare,Domino Recording Co Ltd,29,Nick Grimshaw,Nemone sits in,2025-09-12T07:00:00+01:00
Primal Scream,Rocks,,Virgin,30,Nick Grimshaw,Nemone sits in,2025-09-12T07:00:00+01:00
CMAT,Take A Sexy Picture Of Me,,AWAL,31,Nick Grimshaw,Nemone sits in,2025-09-12T07:00:00+01:00
Mount PalomarMakeshift Art Bar,Pass the ParcelMakeshift Art Bar,,Nice Swan Records,32,Nick Grimshaw,Nemone sits in,2025-09-12T07:00:00+01:00
Prince,If I Was Your Girlfriend,,Paisley Park/Warner Bros,33,Nick Grimshaw,Nemone sits in,2025-09-12T07:00:00+01:00
Dijon,Another Baby!,,R&R,34,Nick Grimshaw,Nemone sits in,2025-09-12T07:00:00+01:00
GorillazSparks,The Happy DictatorSparks,,Kong,35,Nick Grimshaw,Nemone sits in,2025-09-12T07:00:00+01:00
GANS,NIGHTWALKING,,Strap Originals,36,Nick Grimshaw,Nemone sits in,2025-09-12T07:00:00+01:00
I.JORDANASHWARYA,Without YouASHWARYA,Free Falling,Ninja Tune,37,Nick Grimshaw,Nemone sits in,2025-09-12T07:00:00+01:00
Alabama Shakes,Another Life,,Island,38,Nick Grimshaw,Nemone sits in,2025-09-12T07:00:00+01:00
Santigold,L.E.S. Artistes,CD SINGLE,Atlantic,39,Nick Grimshaw,Nemone sits in,2025-09-12T07:00:00+01:00
Nick Cave & the Bad Seeds,"Dig, Lazarus, Dig!!!",CD SINGLE,Mute Records,0,Nick Grimshaw,Mary Anne Hobbs sits in with Sister Bliss from Faithless,2025-09-05T07:01:00+01:00
Mac DeMarco,Holy,,Mac’s Record Label,1,Nick Grimshaw,Mary Anne Hobbs sits in with Sister Bliss from Faithless,2025-09-05T07:01:00+01:00
Cheryl Lynn,Got To Be Real,,Columbia/Sony Tv,2,Nick Grimshaw,Mary Anne Hobbs sits in with Sister Bliss from Faithless,2025-09-05T07:01:00+01:00
Radiohead,2 + 2 = 5 (Live),Hail To The Thief Live Recordings 2003-2009,XL Records,3,Nick Grimshaw,Mary Anne Hobbs sits in with Sister Bliss from Faithless,2025-09-05T07:01:00+01:00
The Specials,Rat Race,,EMI,4,Nick Grimshaw,Mary Anne Hobbs sits in with Sister Bliss from Faithless,2025-09-05T07:01:00+01:00
bar italia,Fundraiser,,Matador,5,Nick Grimshaw,Mary Anne Hobbs sits in with Sister Bliss from Faithless,2025-09-05T07:01:00+01:00
Little SimzCleo Sol,WomanCleo Sol,,Age 101 / AWAL,6,Nick Grimshaw,Mary Anne Hobbs sits in with Sister Bliss from Faithless,2025-09-05T07:01:00+01:00
Adam F,Circles,Circles,Positiva,7,Nick Grimshaw,Mary Anne Hobbs sits in with Sister Bliss from Faithless,2025-09-05T07:01:00+01:00
Tensnake,Coma Cat,Chillout,UMOD (Universal Music On Demand),8,Nick Grimshaw,Mary Anne Hobbs sits in with Sister Bliss from Faithless,2025-09-05T07:01:00+01:00
Frank Wilson,Do I Love You (Indeed I Do),,Motown,9,Nick Grimshaw,Mary Anne Hobbs sits in with Sister Bliss from Faithless,2025-09-05T07:01:00+01:00
Goldfrapp,Happiness,CD SINGLE,Mute Records,10,Nick Grimshaw,Mary Anne Hobbs sits in with Sister Bliss from Faithless,2025-09-05T07:01:00+01:00
Prince,I Could Never Take The Place Of Your Man,,Paisley Park/Warner Bros,11,Nick Grimshaw,Mary Anne Hobbs sits in with Sister Bliss from Faithless,2025-09-05T07:01:00+01:00
Conquering Lion,Code Red,,Congo Natty,12,Nick Grimshaw,Mary Anne Hobbs sits in with Sister Bliss from Faithless,2025-09-05T07:01:00+01:00
Tony AllenSkeptaBen Okri,CosmosisSkeptaBen Okri,,Decca Records France,13,Nick Grimshaw,Mary Anne Hobbs sits in with Sister Bliss from Faithless,2025-09-05T07:01:00+01:00
Mount PalomarMakeshift Art Bar,Pass the ParcelMakeshift Art Bar,,Nice Swan Records,14,Nick Grimshaw,Mary Anne Hobbs sits in with Sister Bliss from Faithless,2025-09-05T07:01:00+01:00
Big Daddy Kane,Set It Off,Long Live The Kane,Rhino/Warner Records,15,Nick Grimshaw,Mary Anne Hobbs sits in with Sister Bliss from Faithless,2025-09-05T07:01:00+01:00
Planningtorock,Jam Fam,,Human Level,16,Nick Grimshaw,Mary Anne Hobbs sits in with Sister Bliss from Faithless,2025-09-05T07:01:00+01:00
The Upsetters,Return Of Django,,Quality Television,17,Nick Grimshaw,Mary Anne Hobbs sits in with Sister Bliss from Faithless,2025-09-05T07:01:00+01:00
Bikini Kill,New Radio,,Banquet Records,18,Nick Grimshaw,Mary Anne Hobbs sits in with Sister Bliss from Faithless,2025-09-05T07:01:00+01:00
Soundgarden,Spoonman,,A&M,19,Nick Grimshaw,Mary Anne Hobbs sits in with Sister Bliss from Faithless,2025-09-05T07:01:00+01:00
GorillazGruff RhysDe La Soul,Superfast JellyfishGruff RhysDe La Soul,CD SINGLE,Parlophone,20,Nick Grimshaw,Mary Anne Hobbs sits in with Sister Bliss from Faithless,2025-09-05T07:01:00+01:00
J Dilla,Don't Cry,Donuts,Stones Throw Records,21,Nick Grimshaw,Mary Anne Hobbs sits in with Sister Bliss from Faithless,2025-09-05T07:01:00+01:00
Robyn,Be Mine!,Be Mine!,Konichiwa,22,Nick Grimshaw,Mary Anne Hobbs sits in with Sister Bliss from Faithless,2025-09-05T07:01:00+01:00
Florence + The Machine,Everybody Scream,,Polydor,23,Nick Grimshaw,Mary Anne Hobbs sits in with Sister Bliss from Faithless,2025-09-05T07:01:00+01:00
Marcia Griffiths,Feel Like Jumping,Naturally,Sky Note,24,Nick Grimshaw,Mary Anne Hobbs sits in with Sister Bliss from Faithless,2025-09-05T07:01:00+01:00
IDLES,Rabbit Run,,Partisan,25,Nick Grimshaw,Mary Anne Hobbs sits in with Sister Bliss from Faithless,2025-09-05T07:01:00+01:00
SHERELLE,160 Down The A406,,SHERELLE,26,Nick Grimshaw,Mary Anne Hobbs sits in with Sister Bliss from Faithless,2025-09-05T07:01:00+01:00
Kings of TomorrowJulie McKnight,Finally - Extended MixJulie McKnight,Finally (feat. Julie McKnight) [Radio Edit],Defected Records,27,Nick Grimshaw,Mary Anne Hobbs sits in with Sister Bliss from Faithless,2025-09-05T07:01:00+01:00
TTSSFU,Forever,,Partisan,28,Nick Grimshaw,Mary Anne Hobbs sits in with Sister Bliss from Faithless,2025-09-05T07:01:00+01:00
BXKS,Init Gyal,,Play Piem,29,Nick Grimshaw,Mary Anne Hobbs sits in with Sister Bliss from Faithless,2025-09-05T07:01:00+01:00
Wolf Alice,Just Two Girls,,Columbia,30,Nick Grimshaw,Mary Anne Hobbs sits in with Sister Bliss from Faithless,2025-09-05T07:01:00+01:00
Faithless,God Is A DJ,,Cheeky Records,31,Nick Grimshaw,Mary Anne Hobbs sits in with Sister Bliss from Faithless,2025-09-05T07:01:00+01:00
Confidence Man,Holiday,,Heavenly Recordings,32,Nick Grimshaw,Mary Anne Hobbs sits in with Sister Bliss from Faithless,2025-09-05T07:01:00+01:00
Fat Dog,Pray To That,,Domino,33,Nick Grimshaw,Mary Anne Hobbs sits in with Sister Bliss from Faithless,2025-09-05T07:01:00+01:00
DJ Rashad,Freakin Me on The Flo,,Rights'Up,34,Nick Grimshaw,Mary Anne Hobbs sits in with Sister Bliss from Faithless,2025-09-05T07:01:00+01:00
Kae Tempest,I Stand On The Line,,Island Records,35,Nick Grimshaw,Mary Anne Hobbs sits in with Sister Bliss from Faithless,2025-09-05T07:01:00+01:00
Tame Impala,Loser,,,36,Nick Grimshaw,Mary Anne Hobbs sits in with Sister Bliss from Faithless,2025-09-05T07:01:00+01:00
Tyler Ballgame,Got a New Car,,Rough Trade,37,Nick Grimshaw,Mary Anne Hobbs sits in with Sister Bliss from Faithless,2025-09-05T07:01:00+01:00
Lucrecia DaltDavid Sylvian,cosa raraDavid Sylvian,,,38,Nick Grimshaw,Mary Anne Hobbs sits in with Sister Bliss from Faithless,2025-09-05T07:01:00+01:00
Sorry,Echoes,,Domino,39,Nick Grimshaw,Mary Anne Hobbs sits in with Sister Bliss from Faithless,2025-09-05T07:01:00+01:00
Rhythm & SoundCornell Campbell,King in My EmpireCornell Campbell,,Burial Mix,40,Nick Grimshaw,Mary Anne Hobbs sits in with Sister Bliss from Faithless,2025-09-05T07:01:00+01:00
Scott Walker,The Old Man's Back Again,Scott 4,Philips / Fontana,0,Nick Grimshaw,Christine and the Queens,2025-09-04T07:01:00+01:00
Big Thief,Los Angeles,,4AD,1,Nick Grimshaw,Christine and the Queens,2025-09-04T07:01:00+01:00
dead prez,Hip Hop,,Epic,2,Nick Grimshaw,Christine and the Queens,2025-09-04T07:01:00+01:00
Oliver Sim,Obsession,,Young,3,Nick Grimshaw,Christine and the Queens,2025-09-04T07:01:00+01:00
Cybotron,Clear,,Fantasy,4,Nick Grimshaw,Christine and the Queens,2025-09-04T07:01:00+01:00
Baxter Dury,Schadenfreude,,Heavenly,5,Nick Grimshaw,Christine and the Queens,2025-09-04T07:01:00+01:00
The Breeders,I Just Wanna Get Along,Last Splash,4AD,6,Nick Grimshaw,Christine and the Queens,2025-09-04T07:01:00+01:00
Caribou,Odessa,CD SINGLE,CITY SLANG,7,Nick Grimshaw,Christine and the Queens,2025-09-04T07:01:00+01:00
Azymuth,Jazz Carnival,Get Into The Groove,Southbound,8,Nick Grimshaw,Christine and the Queens,2025-09-04T07:01:00+01:00
Gossip,Standing In The Way Of Control,,Back Yard Recordings,9,Nick Grimshaw,Christine and the Queens,2025-09-04T07:01:00+01:00
JusticeUffie,Tthhee PpaarrttyyUffie,CD SINGLE,Ed Banger,10,Nick Grimshaw,Christine and the Queens,2025-09-04T07:01:00+01:00
Floating Points,Birth4000,,Ninja Tune,11,Nick Grimshaw,Christine and the Queens,2025-09-04T07:01:00+01:00
Manic Street Preachers,La Tristesse Durera (Scream To A Sigh),,Columbia,12,Nick Grimshaw,Christine and the Queens,2025-09-04T07:01:00+01:00
David Byrne,The Avant Garde,,Matador,13,Nick Grimshaw,Christine and the Queens,2025-09-04T07:01:00+01:00
Sea Power,Who's In Control?,CD SINGLE,Rough Trade,14,Nick Grimshaw,Christine and the Queens,2025-09-04T07:01:00+01:00
Richie Havens,Going Back To My Roots,Connections,Rhino/Elektra,15,Nick Grimshaw,Christine and the Queens,2025-09-04T07:01:00+01:00
Nia Archives,Baianá,,Island,16,Nick Grimshaw,Christine and the Queens,2025-09-04T07:01:00+01:00
Beck,Devils Haircut,,Geffen,17,Nick Grimshaw,Christine and the Queens,2025-09-04T07:01:00+01:00
The Temptations,Psychedelic Shack,,Tamla Motown,18,Nick Grimshaw,Christine and the Queens,2025-09-04T07:01:00+01:00
St. Vincent,Bad Believer,,CAROLINE,19,Nick Grimshaw,Christine and the Queens,2025-09-04T07:01:00+01:00
Laura Marling,Strange Girl,,Partisan/Chrysalis,20,Nick Grimshaw,Christine and the Queens,2025-09-04T07:01:00+01:00
Falle Nioke,Say Say Say,,Eat Your Own Ears,21,Nick Grimshaw,Christine and the Queens,2025-09-04T07:01:00+01:00
Congo Natty,Get Ready,Jungle Revolution,Big Dada,22,Nick Grimshaw,Christine and the Queens,2025-09-04T07:01:00+01:00
Droogie OtisKiller Mike,The EdgeKiller Mike,,Beat Konducta,23,Nick Grimshaw,Christine and the Queens,2025-09-04T07:01:00+01:00
Devin Jetski,Only One,,KMS Records,24,Nick Grimshaw,Christine and the Queens,2025-09-04T07:01:00+01:00
Queens of the Stone Age,The Lost Art Of Keeping A Secret,,Interscope,25,Nick Grimshaw,Christine and the Queens,2025-09-04T07:01:00+01:00
Jehnny Beth,No Good For People,,Fiction Records,26,Nick Grimshaw,Christine and the Queens,2025-09-04T07:01:00+01:00
MantraTim ReaperDecibella,Charades,,,27,Nick Grimshaw,Christine and the Queens,2025-09-04T07:01:00+01:00
Florence + The Machine,Everybody Scream,,Polydor,28,Nick Grimshaw,Christine and the Queens,2025-09-04T07:01:00+01:00
CerroneRahim Redcar (AKA: Christine and the Queens),Catching Feelings,,Malligator Préférence,29,Nick Grimshaw,Christine and the Queens,2025-09-04T07:01:00+01:00
Rahim Redcar (AKA: Christine and the Queens),Elevate,,Because Music,30,Nick Grimshaw,Christine and the Queens,2025-09-04T07:01:00+01:00
Dijon,Another Baby!,,R&R,31,Nick Grimshaw,Christine and the Queens,2025-09-04T07:01:00+01:00
Anna Calvi,Don't Beat The Girl Out Of My Boy,,Domino,32,Nick Grimshaw,Christine and the Queens,2025-09-04T07:01:00+01:00
Deftones,Infinite Source,,Reprise Records,33,Nick Grimshaw,Christine and the Queens,2025-09-04T07:01:00+01:00
The Hives,"Tick Tick Boom (6 Music Session, 8 May 2025)",,,34,Nick Grimshaw,Christine and the Queens,2025-09-04T07:01:00+01:00
james K,Doom Bikini,,AD93,35,Nick Grimshaw,Christine and the Queens,2025-09-04T07:01:00+01:00
Suede,Dancing With The Europeans,,BMG,36,Nick Grimshaw,Christine and the Queens,2025-09-04T07:01:00+01:00
ShygirlYseult,F*meYseult,,Because Music,37,Nick Grimshaw,Christine and the Queens,2025-09-04T07:01:00+01:00
The Fall,Cab It Up,I Am Kurious Oranj,Beggars Banquet,0,Nick Grimshaw,Chris Addison & Kerry Godliman,2025-09-03T07:00:00+01:00
IDLES,Rabbit Run,,Partisan,1,Nick Grimshaw,Chris Addison & Kerry Godliman,2025-09-03T07:00:00+01:00
Robyn,Be Mine!,Be Mine!,Konichiwa,2,Nick Grimshaw,Chris Addison & Kerry Godliman,2025-09-03T07:00:00+01:00
Kojey RadicalPlanet Giza,ExpensivePlanet Giza,don’t look down,Atlantic,3,Nick Grimshaw,Chris Addison & Kerry Godliman,2025-09-03T07:00:00+01:00
ROSALÍA,MALAMENTE (Cap.1: Augurio),,Columbia,4,Nick Grimshaw,Chris Addison & Kerry Godliman,2025-09-03T07:00:00+01:00
RaekwonNas,The OmertàNas,,Mass Appeal Records,5,Nick Grimshaw,Chris Addison & Kerry Godliman,2025-09-03T07:00:00+01:00
New Order,Regret,,Now,6,Nick Grimshaw,Chris Addison & Kerry Godliman,2025-09-03T07:00:00+01:00
Yeah Yeah Yeahs,Zero,CD SINGLE,Geffen,7,Nick Grimshaw,Chris Addison & Kerry Godliman,2025-09-03T07:00:00+01:00
Sly & the Family Stone,Everyday People,,Nectar,8,Nick Grimshaw,Chris Addison & Kerry Godliman,2025-09-03T07:00:00+01:00
Prince,Little Red Corvette,,Paisley Park/Warner Bros,9,Nick Grimshaw,Chris Addison & Kerry Godliman,2025-09-03T07:00:00+01:00
Craig Mack,Flava In Ya Ear,,Bad Boy Entertainment,10,Nick Grimshaw,Chris Addison & Kerry Godliman,2025-09-03T07:00:00+01:00
The Cramps,Goo Goo Muck,,Beaky,11,Nick Grimshaw,Chris Addison & Kerry Godliman,2025-09-03T07:00:00+01:00
At The Drive-In,One Armed Scissor,,Grand Royal,12,Nick Grimshaw,Chris Addison & Kerry Godliman,2025-09-03T07:00:00+01:00
Deftones,Infinite Source,,Reprise Records,13,Nick Grimshaw,Chris Addison & Kerry Godliman,2025-09-03T07:00:00+01:00
KAYTRANADAH.E.R.,IntimidatedH.E.R.,,RCA,14,Nick Grimshaw,Chris Addison & Kerry Godliman,2025-09-03T07:00:00+01:00
Electric Six,Danger! High Voltage!,,XL,15,Nick Grimshaw,Chris Addison & Kerry Godliman,2025-09-03T07:00:00+01:00
Edwyn Collins,A Girl Like You,,Setanta,16,Nick Grimshaw,Chris Addison & Kerry Godliman,2025-09-03T07:00:00+01:00
Supergrass,Moving,,Parlophone,17,Nick Grimshaw,Chris Addison & Kerry Godliman,2025-09-03T07:00:00+01:00
Bombay Bicycle Club,Always Like This,CD SINGLE,Universal-Island,18,Nick Grimshaw,Chris Addison & Kerry Godliman,2025-09-03T07:00:00+01:00
Four Tet,Smile Around The Face,Everything Ecstatic,Domino Recording Co Ltd,19,Nick Grimshaw,Chris Addison & Kerry Godliman,2025-09-03T07:00:00+01:00
Mount PalomarMakeshift Art Bar,Pass the ParcelMakeshift Art Bar,,Nice Swan Records,20,Nick Grimshaw,Chris Addison & Kerry Godliman,2025-09-03T07:00:00+01:00
Khruangbin,Time (You And I),,Dead Ocean Records,21,Nick Grimshaw,Chris Addison & Kerry Godliman,2025-09-03T07:00:00+01:00
Yazmin Lacey,Two Steps,,AMF,22,Nick Grimshaw,Chris Addison & Kerry Godliman,2025-09-03T07:00:00+01:00
Queen,Brighton Rock,Sheer Heart Attack,EMI,23,Nick Grimshaw,Chris Addison & Kerry Godliman,2025-09-03T07:00:00+01:00
Water From Your Eyes,Playing Classics,,Matador,24,Nick Grimshaw,Chris Addison & Kerry Godliman,2025-09-03T07:00:00+01:00
Spinal Tap,Stonehenge,This Is Spinal Tap,Polydor,25,Nick Grimshaw,Chris Addison & Kerry Godliman,2025-09-03T07:00:00+01:00
Blood OrangeCaroline PolachekMustafaLorde,Mind LoadedCaroline PolachekMustafaLorde,,RCA Records,26,Nick Grimshaw,Chris Addison & Kerry Godliman,2025-09-03T07:00:00+01:00
Paul Simon,Me and Julio Down by the Schoolyard,The Paul Simon Anthology  (Disc 1),Warner Bros,27,Nick Grimshaw,Chris Addison & Kerry Godliman,2025-09-03T07:00:00+01:00
Throwing Muses,Not Too Soon,NOT TOO SOON,4 A.D.,28,Nick Grimshaw,Chris Addison & Kerry Godliman,2025-09-03T07:00:00+01:00
Steve Lacy,Nice Shoes,,RCA Records,29,Nick Grimshaw,Chris Addison & Kerry Godliman,2025-09-03T07:00:00+01:00
Roni SizeRoni Size / Reprazent,Who Told You,,TALKIN LOUD,30,Nick Grimshaw,Chris Addison & Kerry Godliman,2025-09-03T07:00:00+01:00
Kae Tempest,I Stand On The Line,,Island Records,31,Nick Grimshaw,Chris Addison & Kerry Godliman,2025-09-03T07:00:00+01:00
Daniel AveryAlison Mosshart,Greasy Off The Racing LineAlison Mosshart,,,32,Nick Grimshaw,Chris Addison & Kerry Godliman,2025-09-03T07:00:00+01:00
Westside Cowboy,Drunk Surfer,,Heist Or Hit x Nice Swan,33,Nick Grimshaw,Chris Addison & Kerry Godliman,2025-09-03T07:00:00+01:00
Wednesday,Bitter Everyday,,Dead Oceans,34,Nick Grimshaw,Chris Addison & Kerry Godliman,2025-09-03T07:00:00+01:00
Joe GoddardValentina,GabrielValentina,,Greco-Roman,0,Nick Grimshaw,"Guests, chat, and really good songs",2025-09-02T07:00:00+01:00
Wolf Alice,Just Two Girls,,Columbia,1,Nick Grimshaw,"Guests, chat, and really good songs",2025-09-02T07:00:00+01:00
Larry HeardChad White,The Sun Can't Compare,,Clone Records,2,Nick Grimshaw,"Guests, chat, and really good songs",2025-09-02T07:00:00+01:00
Makaya McCraven,Away,,,3,Nick Grimshaw,"Guests, chat, and really good songs",2025-09-02T07:00:00+01:00
Siouxsie and the Banshees,Metal Postcard (Mittageisen),,Polydor,4,Nick Grimshaw,"Guests, chat, and really good songs",2025-09-02T07:00:00+01:00
Fat Dog,Pray To That,,Domino,5,Nick Grimshaw,"Guests, chat, and really good songs",2025-09-02T07:00:00+01:00
Nadine Shah,Out The Way,,1965 Records,6,Nick Grimshaw,"Guests, chat, and really good songs",2025-09-02T07:00:00+01:00
Jurassic 5,Concrete Schoolyard,,Pias,7,Nick Grimshaw,"Guests, chat, and really good songs",2025-09-02T07:00:00+01:00
The Vaccines,Teenage Icon,,COLUMBIA,8,Nick Grimshaw,"Guests, chat, and really good songs",2025-09-02T07:00:00+01:00
Santigold,Lights Out,CD SINGLE,Atlantic,9,Nick Grimshaw,"Guests, chat, and really good songs",2025-09-02T07:00:00+01:00
The Horrors,Something To Remember Me By,,Wolftone,10,Nick Grimshaw,"Guests, chat, and really good songs",2025-09-02T07:00:00+01:00
Moby,Go,,Mute,11,Nick Grimshaw,"Guests, chat, and really good songs",2025-09-02T07:00:00+01:00
Wink,Higher State Of Consciousness,Higher State of Conciousness,Manifesto,12,Nick Grimshaw,"Guests, chat, and really good songs",2025-09-02T07:00:00+01:00
Florence + The Machine,Everybody Scream,,Polydor,13,Nick Grimshaw,"Guests, chat, and really good songs",2025-09-02T07:00:00+01:00
Saâda Bonaire,You Could Be More As You Are,,"BWSCD, INc. d/b/a SC Distribution",14,Nick Grimshaw,"Guests, chat, and really good songs",2025-09-02T07:00:00+01:00
Salt‐N‐Pepa,Shoop,,FFRR,15,Nick Grimshaw,"Guests, chat, and really good songs",2025-09-02T07:00:00+01:00
The Walkmen,The Rat,,Record Collection,16,Nick Grimshaw,"Guests, chat, and really good songs",2025-09-02T07:00:00+01:00
Anna Erhard,Botanical Garden,,Radicalis Music,17,Nick Grimshaw,"Guests, chat, and really good songs",2025-09-02T07:00:00+01:00
The Shins,Simple Song,,COLUMBIA,18,Nick Grimshaw,"Guests, chat, and really good songs",2025-09-02T07:00:00+01:00
CMAT,EURO-COUNTRY,,AWAL,19,Nick Grimshaw,"Guests, chat, and really good songs",2025-09-02T07:00:00+01:00
Sampa the GreatKrown,Time's UpKrown,,Ninja Tune,20,Nick Grimshaw,"Guests, chat, and really good songs",2025-09-02T07:00:00+01:00
Kae Tempest,I Stand On The Line,,Island Records,21,Nick Grimshaw,"Guests, chat, and really good songs",2025-09-02T07:00:00+01:00
The Jones Girls,Nights Over Egypt,The Greatest Hits Of Philadelphia,Music Club,22,Nick Grimshaw,"Guests, chat, and really good songs",2025-09-02T07:00:00+01:00
Alex G,Oranges,,Columbia,23,Nick Grimshaw,"Guests, chat, and really good songs",2025-09-02T07:00:00+01:00
Q Lazzarus,Goodbye Horses,Goodbye Horses - Single,Mon Amie Records,24,Nick Grimshaw,"Guests, chat, and really good songs",2025-09-02T07:00:00+01:00
Caolán Austin,To Watch You Grow (Is a Gift),Single,Only You Recordings,25,Nick Grimshaw,"Guests, chat, and really good songs",2025-09-02T07:00:00+01:00
Edward Sharpe and the Magnetic Zeros,Home,,Rough Trade Records Ltd.,26,Nick Grimshaw,"Guests, chat, and really good songs",2025-09-02T07:00:00+01:00
Big Thief,Los Angeles,,4AD,27,Nick Grimshaw,"Guests, chat, and really good songs",2025-09-02T07:00:00+01:00
Herb Alpert & the Tijuana Brass,Spanish Flea,Definitive Hits,A&M,28,Nick Grimshaw,"Guests, chat, and really good songs",2025-09-02T07:00:00+01:00
Baxter Dury,Schadenfreude,,Heavenly,29,Nick Grimshaw,"Guests, chat, and really good songs",2025-09-02T07:00:00+01:00
Grace Jones,Walking In The Rain,Island Life,Universal-Island Records Limited,30,Nick Grimshaw,"Guests, chat, and really good songs",2025-09-02T07:00:00+01:00
Mac DeMarco,Holy,,Mac’s Record Label,31,Nick Grimshaw,"Guests, chat, and really good songs",2025-09-02T07:00:00+01:00
Loose Goose,She Got The Funk,,,32,Nick Grimshaw,"Guests, chat, and really good songs",2025-09-02T07:00:00+01:00
Militarie Gun,B A D I D E A,,Loma Vista Recordings,33,Nick Grimshaw,"Guests, chat, and really good songs",2025-09-02T07:00:00+01:00
bar italia,Fundraiser,,Matador,34,Nick Grimshaw,"Guests, chat, and really good songs",2025-09-02T07:00:00+01:00
Pulp,Got To Have Love,,Rough Trade,35,Nick Grimshaw,"Guests, chat, and really good songs",2025-09-02T07:00:00+01:00
Idris Muhammad,Could Heaven Ever Be Like This,The Best Of,Cherry Red,0,Nick Grimshaw,"Guests, chat, and really good songs",2025-09-01T07:00:00+01:00
